sample_id,idx1,idx2,idx3,idx4,idx5,idx6,idx7,idx8,idx9,idx10
L2_D1_GAOX-1_merge_medial_7-12-_0,0.0,0.12535356362529773,0.3637110556757124,0.7524983369556688,1.0,0.6921970499477281,0.800362595725261,0.8992028524797506,0.2661816038213803,0.1152731325616683
L2_D1_GAOX-1_merge_medial_7-12-_1,0.06416615821361771,0.19070246652658834,0.5259206971250263,0.8980926536784841,1.0,0.8091181458454648,0.37073328157154856,0.06720232986970788,0.0,0.012062579634218527
L2_D1_GAOX-1_merge_medial_7-12-_2,0.0,0.1527724308358259,0.5406590936605873,0.8359386160014916,0.8755541286520799,0.9768030322330238,1.0,0.42796393027934976,0.41994214411504155,0.5166392256081193
L2_D1_GAOX-1_merge_medial_7-12-_3,0.0,0.4274199526899608,1.0,0.9866023201664298,0.5949338981739976,0.5416994119569581,0.5158562051389521,0.4312822930934257,0.310098166370667,0.13818268361331223
L2_D1_GAOX-1_merge_medial_7-12-_4,0.05074057478903235,0.17564219947256718,0.4943995824377752,0.9354442268316023,1.0,0.5997402957699808,0.21715940256895705,0.0,0.024219367445094342,0.1665954256777528
L2_D1_GAOX1_merge_posterior_8-3_0,0.48400810173547043,0.5462133415965014,0.5978600583210035,0.8446592776978593,1.0,0.7702476693145742,0.4621436765215892,0.22666595526807753,0.06748162847345499,0.0
L2_D1_GAOX1_merge_posterior_8-3_1,0.1701545701206217,0.21751194073114616,0.5829884078938091,0.8803028205978595,0.9859949390624471,1.0,0.8607393460474809,0.5579696709346021,0.18849772675637788,0.0
L2_D1_GAOX1_merge_posterior_8-3_2,0.0,0.14815143111509937,0.42269360381664195,0.7715495410247207,0.9659558019405329,1.0,0.9234896513816546,0.6901091575511661,0.30058728640418364,0.033680042565527896
L2_D1_GAOX1_merge_posterior_8-3_3,0.4125174631523596,0.5164208082989256,0.7881347019673857,1.0,0.9903164681027162,0.6500748309691312,0.29113820859949396,0.09389995363902545,0.0,0.02699266625387766
L2_D1_GAOX1_merge_posterior_8-3_4,0.0,0.14236837815505513,0.5458294532393242,0.8781316340239119,1.0,0.9595171133224785,0.6545557768588383,0.40047441761116104,0.2164202455654507,0.11618359886604444
L2_D1_GAOX1_merge_anterior_7-14-actin_0,0.6907250685314325,1.0,0.7778015790772806,0.23277254088779317,0.0,0.005646163599017327,0.012731731928742579,0.08222793211772705,0.28920844247799793,0.3871952059350049
L2_D1_GAOX1_merge_anterior_7-14-actin_1,0.8590513010444479,0.7369942230256561,0.4905690672125781,0.29385520270752785,0.15306041482008387,0.0,0.6630411800206395,1.0,0.21174825703591757,0.4926409739034975
L2_D1_GAOX1_merge_anterior_7-14-actin_2,0.6255133876320979,1.0,0.9759594134242555,0.30799001029364875,0.0,0.30090629799798607,0.39442586834658305,0.19792842387980839,0.4555795450068187,0.7672450070506028
L2_D1_GAOX1_merge_anterior_7-14-actin_3,0.7496179161520105,0.902350933508333,1.0,0.40692383672025795,0.055664893134190124,0.0,0.07892645365001834,0.46329406369789905,0.9659563123344663,0.5846625189360957
L2_D1_GAOX1_merge_anterior_8-30_0,0.0,0.32644209841364624,0.6288892087291927,0.8244998497249644,0.9808667364109481,1.0,0.9513507274815449,0.7965902897134736,0.42786515124855223,0.17562923643291803
L2_D1_GAOX1_merge_anterior_8-30_1,0.7855993782476491,0.1422396122305002,0.0,0.1424409719153942,0.5924530679827963,0.9867957300157757,1.0,0.6540865151302245,0.6193932554645979,0.9347819158722136
L2_D1_GAOX1_merge_anterior_8-30_2,0.04027651671988703,0.19782875523245186,0.6035286208606757,0.9140205952084034,1.0,0.9367494316536656,0.7206359171948779,0.46151084086589333,0.1646340938997017,0.0
L2_D1_GAOX1_merge_anterior_8-30_3,0.0,0.19692929229966089,0.6622620854086844,0.9197046167751338,1.0,0.9703136352745699,0.8450124374959828,0.5607849744919328,0.08736269569333434,0.002944530910635114
L2_D1_GAOX1_merge_anterior_8-30_4,0.0,0.14210827672693765,0.47639167550254247,0.8235924900734196,0.9521980786229263,1.0,0.9804501653260854,0.859630837440596,0.48528567773005155,0.024729094384525314
L2_D1_GAOX1_merge_medial_9-21-2_0,0.009066128161561509,0.0,0.04823503583538365,0.34194120559136476,0.8966234386544502,1.0,0.7885112207912391,0.3545036988020044,0.1525402365475305,0.11961505260251218
L2_D1_GAOX1_merge_medial_9-21-2_1,0.0,0.5268536423382826,0.8720053058450584,1.0,0.9355466874864637,0.8804907168856395,0.6172063314906061,0.3583214389414369,0.13062080312721674,0.05003166789052274
L2_D1_GAOX1_merge_medial_9-21-2_2,1.0,0.8876298394711988,0.9722144464723598,0.6682435887387231,0.27712399272936244,0.0,0.08652356798680252,0.049882990516073304,0.2659922292266177,0.5025109451455059
L2_D1_GAOX1_merge_medial_9-21-2_3,0.16416891419534607,0.029173338767130297,0.0,0.12631655840723088,0.5062376530097662,0.9716750512462167,1.0,0.6709637236375942,0.26975342223486687,0.13659335526075506
L2_D1_GAOX1_merge_medial_9-21-2_4,0.0,0.48495873142165385,1.0,0.7674736443608877,0.6788034144160908,0.8549087043655502,0.996065636182031,0.8643302170690862,0.3893378633591915,0.04604082584210779
L2_D1_GAOX1_merge_anterior_7-14_0,0.7060576389682924,0.7211182273413363,1.0,0.3975380184613664,0.030106197544709154,0.0,0.08313107250582567,0.6416026347416611,0.6803597371716039,0.3607850499581331
L2_D1_GAOX1_merge_anterior_7-14_1,0.0,0.17226616667214284,0.33502989214602535,0.32362738503883276,0.31181944044051463,0.5077749818545606,1.0,0.6094136841741612,0.22431293760325452,0.1070948773564259
L2_D1_GAOX1_merge_anterior_7-14_2,0.0016565667109230426,0.035941949317472535,0.3461155004404504,0.07941508867052262,0.13398570072588967,1.0,0.8734037940194345,0.5518434045110319,0.11989896955087725,0.0
L2_D1_GAOX1_merge_anterior_7-14_3,0.0017250210206395762,0.18734345235713684,1.0,0.8478855512080492,0.11561977824561587,0.009694233304817206,0.49466321621739673,0.8287004953632423,0.4242607958125483,0.0
L2_D1_GAOX-1_merge_anterior_7-1-actin_0,1.0,0.7536405894412705,0.4657264799831873,0.33359937776325793,0.2148960360533839,0.09360530588799104,0.0,0.1450413075625779,0.4930622550456673,0.8797068823580951
L2_D1_GAOX-1_merge_anterior_7-1-actin_1,0.0,0.559604685939237,0.9724636693284052,1.0,0.5616487464245776,0.269327900457873,0.48580560303150444,0.6130927586064709,0.6058702432535766,0.7378300980963896
L2_D1_GAOX-1_merge_anterior_7-1-actin_2,0.0,0.6220665209565815,0.38116433670729033,0.13943836352200698,0.0014865909496344309,0.015873890676826312,0.3013728365267238,0.6256033988061833,0.7548164338157624,1.0
L2_D1_GAOX-1_merge_anterior_7-1-actin_3,1.0,0.7968961545778057,0.39525078857699586,0.18921072257769783,0.049610109067580975,0.0,0.04443491085876312,0.2461559441685632,0.4357179413504071,0.6918332103606907
L2_D1_GAOX-1_merge_anterior_7-1-actin_4,0.5842010325204152,0.6060720461900098,0.47199506340460823,0.1938053853921809,0.02852762995172579,0.0,0.04708726481973229,0.2689471051252729,0.7148989191463212,1.0
L2_D1_GAOX1_merge_anterior_9-21-actin_0,0.0,0.18049206301461168,0.0987107373619748,0.07235336113329584,0.1378508578885005,0.4196077516591272,1.0,0.5998462878579077,0.4645096220486073,0.0874360581429685
L2_D1_GAOX1_merge_anterior_9-21-actin_1,0.47547629517637036,0.6074737282091361,0.2417965041386908,0.09253015642650793,0.0,0.2658285176800123,1.0,0.9998027640995439,0.15792887801881486,0.2502193265284876
L2_D1_GAOX1_merge_anterior_9-21-actin_2,0.43551983923882565,0.22393442715776665,0.19918480645838155,0.0,0.08819340918192176,0.17932999609610545,0.6004824974354154,1.0,0.42773973324541975,0.6190069637799765
L2_D1_GAOX1_merge_anterior_9-21-actin_3,0.41007547913798614,0.6938484545588383,0.3414615247526284,0.2125624078249661,0.7142287688557941,1.0,0.40723952293258897,0.0,0.31435377821858196,0.6901308896241367
L2_D1_GAOX1_merge_anterior_9-21-actin_4,0.11538830771222117,0.6038576387827711,0.038328296602048985,0.0,0.22940168666078212,0.44880242050743696,1.0,0.9191743955473021,0.3309986390937839,0.30551895111344424
L2_D1_GAOX-1_merge_medial_7-12-actin_0,0.15778174832952807,0.0,0.21473320010576527,0.6324506606056814,0.6092858501030345,0.3898071035967136,0.5385613043034627,1.0,0.44841090298769504,0.7757021981536002
L2_D1_GAOX-1_merge_medial_7-12-actin_1,0.6559911734417575,0.576751924696487,0.7850876586646479,1.0,0.7348414194572166,0.5173470205611276,0.2799067224514267,0.0696045589074233,0.0,0.08073245026730352
L2_D1_GAOX-1_merge_medial_7-12-actin_2,0.6613462730420071,0.2779103785914949,0.18495188131447202,0.27279773258315854,0.42824146208663116,0.7470883943278054,1.0,0.1690940035134461,0.0,0.1215049602597081
L2_D1_GAOX-1_merge_medial_7-12-actin_3,1.0,0.634267913687517,0.3807960942735234,0.006244404534816766,0.0,0.18288268576454908,0.4426943599668911,0.5226219548309817,0.6124582649885035,0.8913515706951072
L2_D1_GAOX-1_merge_medial_7-12-actin_4,0.4354811363813757,0.4110724352410347,0.10094324554416297,0.0034867726973624525,0.32241865704674744,0.18247271481691826,0.005208578324064219,0.0,0.555652848284854,1.0
L2_D1_GAOX-1_merge_anterior_7-1_0,0.48879998549260406,0.7256113921183809,0.524740207077201,0.26247348197502407,0.0,0.0861892233076155,0.6395659852911412,1.0,0.9130631030712132,0.7756440403787439
L2_D1_GAOX-1_merge_anterior_7-1_1,0.0,0.5085065866058468,0.8300859976598713,1.0,0.7011589722407604,0.7100354753885056,0.8967090685759157,0.8624020013711118,0.8385699896662382,0.9606853969049497
L2_D1_GAOX-1_merge_anterior_7-1_2,0.0,0.4094721471859601,0.5776495078274492,0.6592425194677095,0.7506872075959486,0.7961795431329978,0.9257380151086674,0.9994504167114756,0.8794353184033944,1.0
L2_D1_GAOX-1_merge_anterior_7-1_3,0.37595410808170565,0.3482009358512775,0.27712240224921164,0.35258362960140494,0.03912399852673245,0.0,0.08333162488750838,0.2786833326146081,0.899790815536632,1.0
L2_D1_GAOX-1_merge_anterior_7-1_4,0.8129181867736557,0.9434405827888419,1.0,0.9699369485588458,0.9380163202628217,0.7824304476872426,0.5581496221186303,0.1604412953491088,0.0,0.12369027668141122
L2_D1_GAOX1_merge_medial_8-30-2-actin_0,1.0,0.6605823711684687,0.7997182617809607,0.46546182711562095,0.11848149830885,0.0,0.15727819726002387,0.4884071453812481,0.6552601150511191,0.6564981285562843
L2_D1_GAOX1_merge_medial_8-30-2-actin_1,0.24030965470720891,0.027315679309356477,0.0,0.06922676069793905,0.1415101167574269,0.292720972042488,0.5369527267042444,0.8145120245963577,1.0,0.8552867982757076
L2_D1_GAOX1_merge_medial_8-30-2-actin_2,0.421919496316725,0.19779552179320675,0.011725401464250797,0.0,0.07909929677943707,0.23730255995259422,0.44285711283819373,0.7352917073020395,1.0,0.9460211267358997
L2_D1_GAOX1_merge_medial_8-30-2-actin_3,0.21338272293609947,0.040589374347899755,0.0,0.21663946848070353,0.1735904228267734,0.1530245001173863,0.27998032262955197,0.4494874991763782,0.6309866128630889,1.0
L2_D1_GAOX1_merge_medial_8-30-2-actin_4,0.10379409120383275,0.3066404267919055,0.5327047124868206,0.7843648655727391,1.0,0.9764109463554136,0.7941166101518798,0.4721143524150491,0.06074679448614356,0.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_0,0.046788960340266084,0.0,0.08446048584123447,0.41033678494120046,0.6142757003430509,1.0,0.8485385520969151,0.3679266828698137,0.1426153841285111,0.17713779215244463
L2_D1_GAOX1_merge_medial_9-21-2-actin_1,0.27343330966205753,0.10312878566356198,0.05636618070930298,0.0,0.06938677471907767,0.3885187351184262,0.5814612139187102,0.8849784869877607,0.9373678933957144,1.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_2,0.5428495836115558,0.6860519320171845,0.7629470978796313,0.5812631499376363,0.3576808234538193,0.10546911418240465,0.0,0.29531200786161566,0.9319252138636566,1.0
L2_D1_GAOX1_merge_medial_9-21-2-actin_3,1.0,0.17062652950811846,0.0,0.26816184309991475,0.5566208838185868,0.6171200255653864,0.4017036115780556,0.20833173705401878,0.06362380010409281,0.28055395408508876
L2_D1_GAOX1_merge_medial_9-21-2-actin_4,0.22446587504646942,0.21678113703305596,0.060155397096944174,0.0,0.3340179687355439,0.7102411026835355,1.0,0.7772445359534516,0.3109371767116306,0.12820008175253206
L2_D1_GAOX1_merge_anterior_9-21_0,0.33524894716982195,0.3665346356652969,0.4715764438131263,0.7201528267813189,0.5081257615527962,0.8667127886284575,1.0,0.5598069387762256,0.22926871651494243,0.0
L2_D1_GAOX1_merge_anterior_9-21_1,0.12545791799351916,0.4489249132711939,0.7086278021260717,0.769419719157624,0.8722844476791071,0.9934139218986953,1.0,0.3512992711690017,0.0,0.12773169433726958
L2_D1_GAOX1_merge_anterior_9-21_2,0.250761159029219,0.6063731737868103,0.9492170371250792,0.9743662894483096,1.0,0.9330180054287058,0.8492435017040707,0.3750672701859344,0.0,0.04929168949323957
L2_D1_GAOX1_merge_anterior_9-21_3,0.14000464456627215,0.5382637616010483,0.8628360053412514,0.9574828662503148,1.0,0.7115199066663351,0.1957145582271027,0.0,0.008014917904526568,0.07845640051643138
L2_D1_GAOX1_merge_anterior_9-21_4,0.0,0.17282464738245673,0.3603144067625923,0.5282564898992785,0.7475132644945939,1.0,0.9933357720297848,0.610120209227091,0.2549904820072649,0.16604066199721615
L2_D1_GAOX1_merge_medial_8-30-2_0,0.08205976913974414,0.07676550045770163,0.5026694612516465,0.8652333720333116,1.0,0.9846893210386479,0.9225186429703721,0.7126233561812053,0.2103585701846435,0.0
L2_D1_GAOX1_merge_medial_8-30-2_1,0.0,0.17046831406810123,0.3978776590376724,0.6113559877670321,0.8145795841818873,0.9612705212174548,1.0,0.8914932106275636,0.5312095506910347,0.14075717032069873
L2_D1_GAOX1_merge_medial_8-30-2_2,0.0,0.04127558919829734,0.11667981160895682,0.15625840669187224,0.30522485436632885,0.5476053596084002,0.821851604038705,1.0,0.7419697515209001,0.38164886087064964
L2_D1_GAOX1_merge_medial_8-30-2_3,0.09205794340939702,0.19529872673849166,0.41933322871629486,0.7101509190967582,0.9986991412384132,1.0,0.8422541003565998,0.5652242141546854,0.1969967694980005,0.0
L2_D1_GAOX1_merge_medial_8-30-2_4,1.0,0.740284485811558,0.6342856025498136,0.5701448500768038,0.24997773041417118,0.0,0.23894559485865888,0.16455159917352685,0.07961485566049466,0.8680423839102787
L2_D1-2_GAOX-1_merge_anterior_7_0,0.24231174407711678,0.6372321512524856,0.8842916917697781,1.0,0.9194181418009464,0.7516737826006712,0.6474896308188427,0.35682868475948026,0.09223216866504823,0.0
L2_D1-2_GAOX-1_merge_anterior_7_1,0.3767530928020449,0.7315204019227257,0.9359094880299277,1.0,0.9766019237113666,0.831863423902302,0.659107154943324,0.3993426216196901,0.22566585557744231,0.0
L2_D1-2_GAOX-1_merge_anterior_7_2,0.5954835886575339,0.708108851966253,0.9537911559194788,1.0,0.9026034770409227,0.8103053633802061,0.6541467354357485,0.47088051672677156,0.059625154557772876,0.0
L2_D1-2_GAOX-1_merge_anterior_7_3,0.3962090159780849,0.48140086202758053,0.7826761089574528,1.0,0.9083893534622455,0.834355517994255,0.7061403836302239,0.42681886816687586,0.08908806050621976,0.0
L2_D1-2_GAOX-1_merge_anterior_7_4,0.53087052079142,0.50140091045571,0.6275047919013925,0.8334029687459383,1.0,0.8927701667006238,0.6044442871892545,0.23808795635820418,0.0,0.07844032080355078
L2_D1_GAOX1_merge_posterior_8-3-actin_0,0.6653018190951417,0.5855950993197983,0.3480283262040085,0.47466257803647766,0.42677537201024224,0.05822892403136849,0.005280831991781586,0.06090446043349167,0.0,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_1,0.25151759146536656,0.1696694063033331,0.30701019777744404,0.07773274463501549,0.0,0.1046134884643273,0.4368722027417882,0.3619245500835111,0.2732856538356039,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_2,0.831452277811444,0.3743489028048992,0.9563336550475471,0.8174750671484887,0.47330595021659594,0.0,0.014910331515274508,1.0,0.861724238547348,0.6320943595268551
L2_D1_GAOX1_merge_posterior_8-3-actin_3,0.9429718597947141,0.573621597770368,0.505453535368303,0.39714132302690947,0.36427856583702234,0.25289183704119134,0.0,0.13472171459481577,0.7930423664725795,1.0
L2_D1_GAOX1_merge_posterior_8-3-actin_4,0.10929804707503776,0.0,0.07251237568990901,0.025285605002118,0.1367711303446224,0.4082491955011284,0.32933876198845574,0.31041644275571656,0.4081164294791148,1.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_0,0.9899397406190592,1.0,0.5349823506802287,0.15524634288494552,0.0,0.1249494807111945,0.7742965347846864,0.9821926026654927,0.849768540746163,0.7141494932290111
L2_D1-2_GAOX-1_merge_anterior_7-actin_1,1.0,0.7033966346357005,0.41143480134885024,0.08843082071955582,0.0,0.013387084505970967,0.29379157053151145,0.526847485273362,0.5168430905233977,0.4193514785798194
L2_D1-2_GAOX-1_merge_anterior_7-actin_2,0.5567810298267388,0.938044579306181,1.0,0.776436128864388,0.44999782883935324,0.2099703566855557,0.21530185080205128,0.35579307490242423,0.0540021433880018,0.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_3,0.6867449723921183,0.6170768433170416,1.0,0.9857269724066299,0.34890549360767276,0.3614704234321937,0.8029042453560538,0.5979559229457204,0.16374054929916226,0.0
L2_D1-2_GAOX-1_merge_anterior_7-actin_4,1.0,0.299832886456217,0.0,0.011324243124566582,0.17543058606347509,0.31575187396871107,0.4555477271082896,0.44980587714239356,0.3709823733494988,0.5309528141316665
L2_D1_GAOX1_merge_anterior_8-30-actin_0,0.32175799272667727,0.32172834991188104,0.15773120324113818,0.09415319882876373,0.034726378962315535,0.0,0.07858274488179288,0.4532300668141901,0.865782096501767,1.0
L2_D1_GAOX1_merge_anterior_8-30-actin_1,0.8829388307376838,0.12573722775254342,0.499943313871096,0.8929605686358126,1.0,0.0,0.37887406560310255,0.22393978454341698,0.9542210216812127,0.4024678182987759
L2_D1_GAOX1_merge_anterior_8-30-actin_2,1.0,0.8561691995840214,0.6299068932799352,0.18387492796376473,0.0,0.09099529745998675,0.23169769312727853,0.4350449130662518,0.49595722259624964,0.6797594308690894
L2_D1_GAOX1_merge_anterior_8-30-actin_3,0.7725665016944543,0.7613645379721439,0.661688775372687,0.23518960921819695,0.0,0.05480413077157544,0.47791248968844596,0.506820146375667,0.4745273768203476,1.0
L2_D1_GAOX1_merge_anterior_8-30-actin_4,0.8632795355540276,0.7580647538567359,0.6390009334774491,0.31040581703842046,0.0,0.00047533654318551055,0.16015033899970518,0.6908568340375357,1.0,0.5505834234057191
